description,rate
strach panika p wyniki bedą gorsze,0
wyniki tragedia papier bedizie zł zł balon,1
infi zysk netto spółki lpp spadł całym półroczu proc,1
sypcie sypcie chęcią kupię tys zł,1
spada zl mozliwe okolo styczen,1
dziśaj minus słabe balony,1
takim poziomie dywidendy wiem,0
niema chetnych bedzie spadać prawda,1
lpp uwaga kolejna fala spadków nadchodzi,1
lpp poniedziałek dalsze spadki,1
sie zanosi wyniikach uciejkać balona,1
balon leci ratunku szok,1
wyniki zysk operacyjny spadł proc mln,1
program wyniki lpp,0
lpp kontynuacja korekty wzrostowej,2
wzrosty,2
uwaga koniec spadków lpp,1
lpp letni kanał wzrostowy cel zł,2
brac hihi brac zal niedlugo okolo wyniki s,0
wyniki lipiec kiepskie ccc dwukrotnie wyższe,0
akcje spadna,1
oszukany raport,0
lpp wykorzystać przecenę kupować sygnały wzrostów tygodniowych,2
gruby umie ubierać naprawdę mistrzostwo,1
dopiero spadek utrata rynku rosyjskiego,1
pierwszy wiekszy przystanek bedzie wodospad,1
brac szybko akurat ameryka ryj korekta spadki tys,1
balon penka,1
papa tys usa spadki rosja wojna itpp debi,1
brac hihi haha zal oszolomy balon usa korekta itp,1
jestescie hygenika cormey darmo naprawde nisko balona,1
kogo analiza leszcze oszolomy zerkni analize usa niemiec itp pa,1
kupowac marionetki balona brac hihipiatek,1
zabiera sklepy lpp napewno zniszczy balon itp zal papa tys,1
lpp spada złotych,1
opyliłem leszczom pakiet lpp tysi he he dawno temu,1
będa wzrosty,2
wrzesien korekty itp usa balon ofe itp balona tys szacun tys,1
balon spadnie wojna ofe prezes zlodziej itp uwaga uciekac tys,1
wyniki ekstra,0
lpp aktualnie weszlo trend spadkowy kupowac,1
jezu balon peknie,1
uwaga wzrosty,2
raport uwaga,0
balon penka,1
wyniki malinka,0
spada przeciez cypryjska firma polska,1
hehe balonik końcu pęknął wyceną utrzymał,1
cena srebra spada korekta,1
miedzi plus spadki usa chyba jutro korekta,1
dywidenda słabiutka,0
dywidenda pzu pozytywna reakacja,0
xtb dywidenda kghm,0
ubrani wystomp szeregu buahahah,1
obecnym kursie dywidenda,0
xtb dywidenda cena szkoda porównywać buahha,0
dywidenda xtb,0
podniecanie dywidendą tymczasem,0
trzymać dupie wynikach dalsze wzrosty,2
dywidendy ładnie napompowaliście balona,1
gra dywidendę,0
spółka miedziowa jiangxi copper wzrost kghm,2
koniec wzrostów rekomendacją mówimy stanowcze,2
podać wyniki środę,0
zasięg docelowy fali wzrostowej zł,2
rozluźnienie poniedziałkowymi wzrostami,2
wygląda niektórzy wiedzą temat dywidendy,0
wyniki q,0
kghm skazany wzrosty pochód miedzi nowe szczyty niewzruszony,2
miedz gory cena spada odwrotnie rosnie,1
wig kghm miedź srebro koniec wzrostów falstart,2
mocno męczyć jutra wzrosty,2
spadło rosnącym rynku rosnącej cenie miedzi,1
luzowanie restrykcji wzrosty kghm,2
jutro eski finansują wzrosty,2
jutro luka wzrostowa kghm,2
wreszcie dywidenda,0
zaraz pobudka powrót wzrostów kończymy dzień zł,2
nieznana godzina trzepana leszczyna,1
wzrosty,2
sypie kilunastu posłów ucieka hołowni,1
kghm wypłaci dywidendę,0
spadki,1
silne wzrosty miedzi,2
koniec wzrostów szykuje korekta miedź czerwono,2
wzrost aktywności pisowskich trolli,1
dywidenda,0
spadek produkcji świecie,1
kghm szykuje dalszych wzrostów,2
lepiej popatrzcie opteam zł dywidendy ostatni dzień,0
zerknijcie atende dywidenda okolo maj,0
spore pole wzrostów kghm v,2
nadchodzi mocny tydzień wzrostów mercatora,2
mega wyniki,0
inwestycja dywidende stalexport,0
stalexport rusza fundy kupują wysoka dywidenda,0
mamy trzykrotny spadek zachorowań covid dzięki temu,1
troll czesio zmienił nick ip,1
mocne odbicie up czytać espi,0
wreszcie dywidenda,0
ch j podaja wyniki kurs robi chce,0
jutro duże wzrosty,2
rynek wycenił słabe wyniki drogiej miedzi,0
spadki sie zatrzymaja,1
dług netto spadł x ebitda,1
kghm widzi dywidendę pkobp widział nikt dostał,0
skonsolidowanego sprawozdania brak aktualna c wniosek,0
wyniki,0
spadek miedzi zablokowany kanał sueski,1
matko bosko widzieliście wyniki,0
covidowe wyniki spodziewaliśmy,0
raport,0
zaklad ze ponizej zl zal balon podbity zl,1
zaklad ze ponizej zl zal balon podbity zl mutacje itp,1
zaraz minus zal balon podbity zl,1
prusko ruskie trolle próżnują,1
najgorsza giełda europy pokazuje spadkowe oblicze,1
kgh królem braku reakcji wzrosty miedzi miesiąca,2
sresek wzrosty pisałeś,2
wyniki exol spójrzcie działo,0
kghm oderwany wzrostów hg ściśle związany ze spadkami hg,1
wzrosty cen miedzi zatrzymania,2
super wyniki styczeń czytajcie kochani poniżej,0
pociąg wraca wsiadać trollllle,1
wig wzrosty rozliczenia kontraktów marca,2
kolejne sygnały wzrostu inwestycji świecie,2
żenujące zachowanie kursu kgh wobec skali wzrostu hg lutym,2
zasięg kolejnych spadków ino short haha,1
obroty ewidentnie widać powrót wzrostów,2
kgh wychodzi gruby podmiot pyt sypał,1
ceny miedzi lme londynie powiększają wzrosty,2
miedź tona jutro potężne wzrosty,2
at wyniki chwile odjazd,0
koniec korekty dalsze wzrosty nieuniknione,2
leszcze myślą zarobią hahahahaha ino short,1
dolne widły zdążycie sprzedać arkuszu,1
miedż znowu plusie korekta ost wzrostów,2
spadek drobna korekta,1
wzrosty cen miedzi lme londynie zatrzyman,2
nikt wierzy wzrosty zawali pi,2
dywidenda,0
uwaga wig możliwy wzrost powyżej pkt dużym volumenie,2
jutro cd wzrostow,2
szacunkowe wyniki,0
cin cin ivq ivq zysk netto sesje raportu kurs,0
bezczelnie naganiają wzrost kghm wykres innego piszą innego,1
moderator wywalenia kontroluje wątku wpisów,1
pany zbierać papier wyniki zaraz odpali,0
spółka balon,1
zapisać maja espi wywali kurs kosmos,0
dywidenda pzu,0
trole kwicza beda wzrosty słyszycie skowyt,1
dywidenda,0
czytac espi zbierac papier jazda,0
dajcie sie wyleszczyć plan,1
wysokość dywidendy xtb,0
publikacja skonsolidowanego raportu kwartał,0
kupujcie gniota ubiorą zanim dojdzie zł spadnie,1
kupować akcje trzymać dajcie wyleszczyć taniości,1
allegro dobre rekomendacje bedzie wzrost,2
kolejny balon wchodzi giełdę,1
raport,0
weźcie napiszemy knf łysego ze stooqa,1
górne widły wyniki,2
wyniki finansowe kalendarium spółki,0
ak pierwszy kolejce spadnie,1
noto jutro górne widły,2
witam dzisiejszym spadku warto kupić,1
kupujcie pkc spadnie niżej zł,1
dzis pompa wsparcie,2
gilotyny knf manipulacje,1
mowilem ze koniec odkupia sprzedali gra spadki,1
największa porażka,1
odwrócenie trendu exolu dywidenda proc,0
akcjonariusze allegro grajmy wzrosty wystawiajcie zł,2
wolno spada,1
czekamy dywidendę allegro,0
kupować akcje trzymać dajcie wyleszczyć taniości,1
wczoraj ktory naganial tamex dzis,1
graja spadki wyciagaja akcje,1
aiton rajd espi,0
pięknie allegro mocno rośnie giełdzie spadki,1
dal wyleszczyc,1
ubrani wystomp,1
wiecie ze możemy pokonadz fundusze grajace spadki czytajcie,1
biomass espi górne widły,2
spółka pokaże fenomelne wyniki,0
gilotyna spada dni koniec lockupów,1
kupować akcje trzymać dajcie wyleszczyć taniości,1
boruta dynamicznym powrotem wzrostów,2
dzień dobrych wzrostów brasterze,2
widełki górne,2
najmocniejsze wzrosty telgam ekobox letus,2
ubrani zaczynamy jazdę górki pazurki,1
kupują lemingi znowu chwile spadnie gilotyna abb,1
trend spadkowy sie,1
mpl verbum wybija konsolidacji,0
balon końcu pęka pytanie ogromna podaż,1
skoro spada,1
kupować akcje trzymać dajcie wyleszczyć taniości,1
eurocash odrobicie wyniki dobre dywidenda sprawdzcie reko,0
xtb dobra dywidenda zł obecny kurs kupno,0
bedą górne widły jutro podobnie,2
przyszlym tygodniu szacunkowe wyniki q mercatora ok mln,0
wzrost kupujących kontem firma,2
spadki wyczerpują,1
mega dywidenda stalexport kupno gr akcję,0
stalexport rusza fundy kupują wysoka dywidenda,0
ml system największy potencjał wzrostowy,2
autopartner sprawdz wyniki akcjinariat,0
wie ktos moze papieru sie wysypie kwietnia,1
ml system warto zainteresować pompa,2
tydzien byl wzrostowy nastepny,2
kupiłem dołku uczcie leszczyki ciężka górka kasa kasa kasa,1
novina wybila konsoli,0
wyleszczaja ulice kwitów info,1
brak espi oznacza akcji abb obrocie,0
arkusz k przetrzebiony wysypali akcji weszli shorty,1
cisza forum oznacza odleszczenie up,1
jutro czuję paprier odleszczony maxa,1
dalej balon,1
warto kupować spadnie zł,1
kupiujesz akcje p e biznes sypie,1
piękne wzrosty całej gwp całej prócz allegro,2
galerie zamkniete ccc lpp allegro spada,1
sypacze małe obroty spada pisaliście,1
mercator mial abb zl kurs spadl zl,1
dystrybucja całego ubierają książkowo,1
rzezniczek stooq mowi ze koniec spadkow,1
pomyśleć całkiem mało spadło daje szansę sprzedać,1
poubierali,1
balony siebie pękają hehe,1
artykuł dobicie gniota epitafium,1
lawina wodospad,1
naganiacząm marzy kierunek ostro dół południe,1
grubasy zaczynają wysypywać dramat,1
pisałem pompowanie balona jazda oby,1
wydmuchę jazda zgniotem dół,1
mepinan sarl zszedł abb poniżej kończy sypać komunikat,1
śmieć dawać gniota dół,1
chyba zrobił drugą dziurę balonie,1
przestancie juz sypac kuszaca propzycja,1
lockdown wzrosty dochodow allegro,2
spokojnie przebijemy zł jutro wyniki,0
wydmuchę jazda zgniotem dół,1
ilu nagany powieście hakach ilu pytam,1
leszcz wypadł łódki,1
widzieli fix pięknie odleszczyli wyszli gr wyżej,1
koniec odleszczania zbierał zł miliony akcji jytra up,1
sesji spadkowych robi wrażenie dzienne rsi,1
dał ubrać kogo naganiacze nabrali,1
papiier spadnie zł,1
wydmuchę jazda zgniotem dół,1
najsłabsza spółka rok trzymam s zarabiam jazda gniotem dół,1
cdr wybiciem chwila zbieranie,0
spadnie poniżej zl kupie kredyt zl kasa bedzie duża,1
warto kupować cena spada zł,1
wyniki q update strategiczny,0
robi lipa przycinka leszczy zł,1
dopiero początek spadków,1
zając knf służby państwa,1
gessner stooqu nagania spadek zmiana trendu,1
sesja przesilenia potężnej fali spadkowej kończy plus,1
dziennym test dolnej bandy fejkowe wybicie kanału oznacza odwrót,1
pisalam bylo sprzedac spadnie ponizej,1
zbieraja papier dywidende,0
trwa skup akcji dajcie sie wyleszczyc trzymajcie dokupujcie,1
spadek ujadanie podwójnych dolnych widłach,1
kupować akcje trzymać dajcie wyleszczyć taniości,1
lotos lotos lotos naganiam lotos,1
oroty skoczyły spadkach,1
zawiadomienie knf sprawie allegro,1
najsłabsza spółka rok trzymam s zarabiam jazda gniotem dół,1
naganiam spadki zsyp akcji naprawdę,1
lecimy dolne widełki,1
balon leci południe cel kłuj,1
gruby wywala papier pozbywa ubierają,1
bmx dynamice wzrostu zysku ivq,2
pekao dywidendy,0
dywidenda wyższa inflacja xtb,0
dywidenda wypłacona,0
zart lepsze wyniki wzrost,2
samo gra spadki koniec,1
oddać wzrost rańce trochę czerwono,2
widac ozywienie plus dywidenda moze byc,0
brak dywidendy oznacza,0
dywidenda,0
dywidenda,0
peo dostanie zielone światło knf,1
wyniki,0
sprawa dywidendy toku,0
dywidendy jutro zwała,0
wyniki,0
maja wyniki kw,0
wzrost zł korekta,2
odwrócenie trendu exolu dywidenda proc,0
pko bp ze stratą pekao ze spadkami cen akcji,1
spore pole wzrostów wyjaśnienie,2
xtb dywidenda,0
sie konczy wzrost obrotu,2
super info mocne wzrosty,2
akcjonariusze pekao pozazdroscili jsw wzrostu,2
dywidendowa manipulacja,0
lipa ze wzrostow,2
prezes chce wypłacić dywidendę,0
wskazanie atrologiczne,1
lol mówili górę naganiacze,1
pozdrawiam trollujących spadkach zł,1
najbliższy tydzień zbieranie konferencje,0
espi zwalniamy tniemy koszty mln rocznie przodu,0
wzrost kontrakty,2
cdr naganiali oszukiwali lol,1
idziecie kolorowych ubrankach,1
dywidenda,0
dzien zakupy jutra wzrost,2
sie konczy wzrost obrotu,2
pięknie oszukali naganiacze,1
naganiają maxa oznacza spadki,1
każdego tygodnia analizuje ciekawą spółke wypłacającą dywidendę,0
dywidendy,0
obroty spadku warzywniaku,1
dzisaj wzrosty,2
następny europejski bank rekomenduje wypłatę dywidendy,0
sie konczy wzrost obrotu,2
gdzi spadki janusze gieldy,1
carmignac investissement fund gra wzrost stóp procentowych,2
fundusz zaczyna grać wzrost stóp procentowych,2
peko wzrosty,2
formacja objęcia bessy pojawienie formacji zapowiada spadki,1
niestety sypie pekao,1
jutro wyniki exolu grrrubo,0
potencjał pekao wzrostów,2
znowu ubierają naiwnych uciekaj,1
dywidendy wracają europie,0
pięknie spadku małe obroty,1
pekao liderem spadków wig cdprojekt powodzenia,1
przyszłym tygodniu wzrosty,2
ubiera ludzi akcje prezesa,1
rośnie dziadostwo spadać,1
pekao chce powrócić wypłaty dywidendy,0
spadki znawcy gieldy,1
wzrosty przechodzą pzu,2
prezes pekao chcemy powrócić wypłat dywidend możliwie szybkim okre,0
ponadprzecietne dywidendy rentownosc wynik prowizyjny,0
mln straty frankach spada,1
portalach coraz naganiania krach ddd,1
patrz cannabis hemp wzrosty,2
prawda obecnych wzrostach,2
barclays wznawia wypłaty dywidend przyklad mial isc zachodu,0
inflacja wzrost stop,2
dywidenda,0
wyniki q,0
pekao gniot jsw powyżej pln rok temu zeta,1
wyniki,0
obtawiamy dywidendę zeta,0
zbieranie,0
znowu ubierają naiwnych uciekaj,1
nadciąga wodospad akcjach pekao,1
dowiem grane dopiero niezła zagrywka pewnie spadki,1
dywidendy wiec miec akcje,0
dax wodospaddddddddddd spierda lać,1
ciesze sprzedałem syfa zl naganiali,1
usa spadki sie zaczely,1
sami swoi knf,1
jutro wystrzal spadek,1
operacja urabianie leszczy end,1
naganiacze natarciu dajcie wyleczyć,1
stopy zmian trend wzrostowy,2
peo up dołka spadło zaledwie krew dopiero poleje,1
dywidenda,0
dywidenda,0
najbliższych latach najwyższą dywidendę wypłaci budowlanka,0
knf pekao wypłaci dywidendy r,0
oj zarząd sypie,1
brak dywidendy,0
pekao ostatnie miesiace wzrost wow,2
dych pękło troli wymiotło,1
spadku poniżej zareczam tradycyjnie,1
wyżej zajedziemy spadnie k,1
moody s obniżyła ocenę indywidualną pekao link,0
słychać trolle,1
napompowali ścież balonika niczym cd projekt,1
leszcze peronowe odcięte akcji pa pa,1
oceniacie ostatnie espi,0
peo najniższy wzrost ze banków,2
spadek sektora bankowego proc rok tracą,1
ferdek odebral dywidende,0
niezłe wzrosty szykują jesli rynki taką zadyme stanach ledwo,2
europa stany potężne wzrosty,2
wiecej ulicy szybciej spadnie,1
ilu spadnie obniżą stopy procentowe,1
trole przewidywali spadki hahah,1
dywidenda,0
styczniu obniżka stóp referencyjna spadnie proc,1
górne widły południa,2
trole wtopa znowu,1
obkupiłem szorty czas uruchamiać proces wodospad exe,1
pozdrowienia armagedonów wodospadów,1
wieszczy wodospad,1
analfabeci giełdowi spadków ha ha ha,1
troli,1
wiceprezesi odeszli sypać,1
pekao jutro dolne widły,1
jutro otwarciu gnb pewnie zanurkuje trolle idźcie,1
kabaret tymi trollami dwoją troją efekt,1
naganiający spadki akcji srody chcą tanio kupić,1
smród trrupa spadek realny,1
projekcja wodospadu poczatek g,1
wodospat,1
uwaga trolla p miro troll nagania kupno,1
ip trol osoba,1
spadki gwatantowane,1
podniecacie peo mocne wzrosty pozbud,2
pekao wzrost miedzy pln przejeciu,2
mówią ze spadać,1
jutro trol ip skoczy okna wybierze sznur,1
projekcja wodospadu poczatek g,1
forum zasypało wątków,1
wzrost spadek różnica,1
lc pewnei wynajął farmę troli straszenia,1
troli odganiaczy lepiej pekao znaczy duży popyt,1
leszcze uciekną stracą grubasy obłowią,1
ludzie ziobry uciekają,1
ubrani zaklinają rzeczywistość,1
knf pekao zamiast banku zł bank friko,1
spada zadłużenie powierzchnia rośnie coraz większa kasa wpływa spółki,1
dywidendy xtb,0
espi wyniki,0
spadamy podobno miały rewelacyjne wyniki,1
wyniki,0
myślicie spadkach ostatnich dniach,1
piąta sesja spadkowa rzędu dino,1
następny balon allegro cdr spuszczenia powietrza dino,1
debiutu nikt kupil hehe balon rosnie,1
beda wzrosty,2
stalexport rusza fundy kupują wysoka dywidenda,0
stalexport rusza fundy kupują wysoka dywidenda,0
dino miało wzrosty zeszłym eurocash,2
analitycy wskazują wzrosty dino stoi miejscu,2
dino rozpoczęło trend wzrostowy kilkanaście sesji,2
spadło wig weszło dino,1
dino ogłasza dobre wyniki kurs spada,1
rekordowe wyniki dino sprzedaż sieci przekroczyła mld zł,0
roczny wzrost zysku cena akcji,2
piękne wyniki czas kurs przebił zł,0
super spada,1
wyniki dino polska lepsze oczekiwań,0
sabe wyniki,0
super wyniki,0
zna wyniki kupuje piątku zł,0
wyniki pcc exol myślę warto rzucić okiem,0
dino świetne wyniki finanasowe rok dni,0
fundamenty leszcze pgnig,1
ilu spadnie,1
dni wyniki znowu korekta,0
wzrosty,2
sztuczny spadek sztuczna panika,1
rekordowy rok wyniki wstepne,0
ubieranie leszcza,1
rgr niestety spory spadek,1
dino balon spadek eurocash minimach up mowi,1
rgr niestety spadać,1
trend spadkowy,1
geotransie odwałały spadki zanim zaczął rosnąć,1
nowe espi,0
większe spółki razie spadki korekta,1
korekta spółki największych obrotach razie spadki,1
poniedziałek kontynuacja trendy wzrostowego,2
wszelkiej matematyki jutro wzrosty,2
trend wzrostowy koniec korekty,2
spadnie tyle sprzedałem chcę kupić,1
wyniki finansowe iv kwartał,0
spółki warte zainteresowania wyniki portfela czytelników,0
potencjalny wzrost sprzedaży,2
spada,1
spadki horyzoncie,1
możliwy zasięg spadków,1
dinopl ryzykowne trakcja wreszcie dobre wyniki q wychodzi prostą,0
pierwszy balon pęka cdr następny kolejce dino allegro,1
dywidenda,0
spada,1
dina ryzykowne trakcja wreszcie dobre wyniki q wychodzi prostą,0
trolinków spadki bankruty zbiegło masa idą wzrosty,1
trolinków spadki bankruty zbiegło masa idą wzzzrosty,1
grodno mega wyniki q historycznie najlepszy patrz at,0
skarbiec zysk górę wyniki kwartalne,0
dywidenda,0
rewelacyjne wyniki grodna boruty,0
mbf group jutro wyniki,0
jutro wyniki grupy eurocash mówi wzrostach towych,2
wyniki rewelacyjne,0
lockap akcje latach prezesowi sie konczy bedzie sypal,1
dino zawyżane wyniki spółki zależne,0
dino rgr zasięg spadków,1
listopada wyniki pewno dobre,0
czas balonów typu cdr dino kończy,1
konca tygodnia kurs balona zejdzie ponizej zlp,1
delko zobaczcie wyniki,0
usa mega zwała jutra mocne spadki,1
wzrost zł wystarczy czas allegro,2
lachowicz myśl trollu spadkowy,1
lachowicz myśl trollu spadkowy,1
wyniki pcc exol solidna spółka antywirusowa,0
wartosc ksiegowa zl kursie niezly balon,1
niebywałe dino zatrudnili bezczelnych trolli wzrostowych,1
rewelacyjne wyniki dino,0
dobre wyniki dino miało długą historię wzrostów,2
wyniki,0
wyniki dobre raczej cenie,0
klasyczna piatka spadek,1
potencjał wzrostu dino ograniczony,2
zaczną porządnie sypać panika,1
strefa inwestorów słowo wycenie spodziewanym spadku wynikach q,1
rośnie wyniki,0
bzdurne gadanie balonie,1
balon balon korekta nadchodzi,1
